사업소명,시도명,시군구명,소재지도로명주소,소재지지번주소,전화번호,면허구분명,업종명,운영여부,차량대수,데이터기준일자,제공기관코드,제공기관명
㈜에이피디,경상북도,경산시,경상북도 경산시 진량읍 금박로 695,경상북도 경산시 진량읍 평사리 1201,053-851-6601,운송사업,일반화물자동차운송사업,Y,53,2026-07-14,5130000,경상북도 경산시
㈜창대특수화물,경상북도,경산시,경상북도 경산시 진량읍 문천길 233,경상북도 경산시 진량읍 문천리 558,053-754-0418,운송사업,일반화물자동차운송사업,Y,21,2026-07-14,5130000,경상북도 경산시
㈜한일물류,경상북도,경산시,경상북도 경산시 진량읍 봉회길 22,경상북도 경산시 진량읍 신상리 900,053-854-8200,운송사업,일반화물자동차운송사업,Y,44,2026-07-14,5130000,경상북도 경산시
대영화물자동차㈜,경상북도,경산시,경상북도 경산시 진량읍 봉회길 82,경상북도 경산시 진량읍 봉회리 295,053-853-5211,운송사업,일반화물자동차운송사업,Y,48,2026-07-14,5130000,경상북도 경산시
진일운수합자회사,경상북도,경산시,경상북도 경산시 자인면 일언길 18-20,경상북도 경산시 자인면 계림리 67,053-956-7711,운송사업,일반화물자동차운송사업,Y,62,2026-07-14,5130000,경상북도 경산시
㈜건화물류,경상북도,경산시,경상북도 경산시 자인면 설총로 906-1,경상북도 경산시 자인면 동부리 151-9,053-951-5015,운송사업,일반화물자동차운송사업,Y,72,2026-07-14,5130000,경상북도 경산시
금강운수㈜,경상북도,경산시,경상북도 경산시 진량읍 일연로 573,경상북도 경산시 진량읍 선화리 122,053-854-0500,운송사업,일반화물자동차운송사업,Y,74,2026-07-14,5130000,경상북도 경산시
(주)연합화물,경상북도,경산시,경상북도 경산시 와촌면 팔공로 388,경상북도 경산시 와촌면 신한리 420-3,053-964-3904,운송사업,일반화물자동차운송사업,Y,63,2026-07-14,5130000,경상북도 경산시
에스디로지스주식회사,경상북도,경산시,경상북도 경산시 진량읍 금박로 697,경상북도 경산시 진량읍 아사리 454-12,053-853-3363,운송사업,일반화물자동차운송사업,Y,28,2026-07-14,5130000,경상북도 경산시
㈜성영,대구광역시,서구,대구광역시 서구 문화로3길 29 (이현동),대구광역시 서구 이현동 42-605,053-565-1777,운송사업,일반화물자동차운송사업,Y,1,2026-07-15,3430000,대구광역시 서구
㈜화영물류,대구광역시,서구,대구광역시 서구 문화로3길 29 (이현동),대구광역시 서구 이현동 42-605,053-565-1777,운송사업,일반화물자동차운송사업,Y,1,2026-07-15,3430000,대구광역시 서구
㈜태호물류,대구광역시,서구,대구광역시 서구 문화로3길 29 (이현동),대구광역시 서구 이현동 42-605,053-565-1777,운송사업,일반화물자동차운송사업,Y,6,2026-07-15,3430000,대구광역시 서구
(유)강산로지스,전북특별자치도,정읍시,전북특별자치도 정읍시 상동중앙로 24-28,,,,,N,5,2026-07-06,4691000,전북특별자치도 정읍시
㈜오성운수,대구광역시,서구,"대구광역시 서구 서대구로 78, 4층(평리동, 유승빌딩)",대구광역시 서구 평리동 1362-3,053-557-1112,운송사업,일반화물자동차운송사업,Y,28,2026-07-15,3430000,대구광역시 서구
(주)건화물류,대구광역시,서구,대구광역시 서구 북비산로 105-7(이현동),대구광역시 서구 이현동 1-20,053-592-1472,운송사업,일반화물자동차운송사업,Y,3,2026-07-15,3430000,대구광역시 서구
㈜다인물류,대구광역시,서구,대구광역시 서구 와룡로70길 46(중리동),대구광역시 서구 중리동 1132,053-582-9945,운송사업,일반화물자동차운송사업,Y,5,2026-07-15,3430000,대구광역시 서구
㈜대한운수,대구광역시,서구,대구광역시 서구 북비산로 12-3(이현동),대구광역시 서구 이현동 42,053-522-3366,운송사업,일반화물자동차운송사업,Y,26,2026-07-15,3430000,대구광역시 서구
㈜앤트로지스,대구광역시,서구,대구광역시 서구 북비산로 12-3(이현동),대구광역시 서구 이현동 42,053-522-3366,운송사업,일반화물자동차운송사업,Y,34,2026-07-15,3430000,대구광역시 서구
㈜이든로지텍,대구광역시,서구,대구광역시 서구 북비산로 120(이현동),대구광역시 서구 이현동 42-93,053-522-1334,운송사업,일반화물자동차운송사업,Y,36,2026-07-15,3430000,대구광역시 서구
㈜삼성운수사,대구광역시,서구,"대구광역시 서구 서대구로 78, 4층(평리동, 유승빌딩)",대구광역시 서구 평리동 1362-3,053-557-1112,운송사업,일반화물자동차운송사업,Y,60,2026-07-15,3430000,대구광역시 서구
대양로지스틱스㈜,대구광역시,서구,대구광역시 서구 염색공단천로12길 13(비산동),대구광역시 서구 비산동 2028-31,053-354-8064,운송사업,일반화물자동차운송사업,Y,2,2026-07-15,3430000,대구광역시 서구
㈜명신환경,대구광역시,서구,대구광역시 서구 국채보상로36길 3(중리동),대구광역시 서구 중리동 38-1,053-572-7890,운송사업,일반화물자동차운송사업,Y,4,2026-07-15,3430000,대구광역시 서구
(주)제일사,대구광역시,서구,대구광역시 서구 염색공단로 20(비산동),대구광역시 서구 비산동 1804,053-341-1234,운송사업,일반화물자동차운송사업,Y,2,2026-07-15,3430000,대구광역시 서구
(주)정원물류,대구광역시,서구,"대구광역시 서구 국채보상로 44, 205호(중리동)",대구광역시 서구 중리동 1030-53,053-568-4411,운송사업,일반화물자동차운송사업,Y,39,2026-07-15,3430000,대구광역시 서구
(주)성림통운,대구광역시,서구,대구광역시 서구 평리로 198(내당동),대구광역시 서구 내당동 410-9,053-557-7878,운송사업,일반화물자동차운송사업,Y,22,2026-07-15,3430000,대구광역시 서구
(주)동양특수운수,대구광역시,서구,"대구광역시 서구 서대구로 195, 3층(평리동)",대구광역시 서구  평리동 1491-3 서대구농협,053-572-6555,운송사업,일반화물자동차운송사업,Y,7,2026-07-15,3430000,대구광역시 서구
공신운수㈜,대구광역시,서구,대구광역시 서구 달구벌대로 1789(내당동),대구광역시 서구 내당동 219-20,053-562-9777,운송사업,일반화물자동차운송사업,Y,52,2026-07-15,3430000,대구광역시 서구
(주)아성운수,대구광역시,서구,대구광역시 서구 달구벌대로 1789(내당동),대구광역시 서구 내당동 219-20,053-562-9776,운송사업,일반화물자동차운송사업,Y,36,2026-07-15,3430000,대구광역시 서구
신원기업,대구광역시,서구,대구광역시 서구 달구벌대로 1789(내당동),대구광역시 서구 내당동 219-20,053-562-9777,운송사업,일반화물자동차운송사업,Y,49,2026-07-15,3430000,대구광역시 서구
(주)유진소닉,경기도,여주시,"경기도 여주시 주내로 841, 1층 (멱곡동)",경기도 여주시 멱곡동 315-10,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
(합)대영운송,경기도,여주시,경기도 여주시 점동면 장여로 849,경기도 여주시 점동면 덕평리 188-5,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
(주)태은,경기도,여주시,경기도 여주시 가남읍 여주남로 782-16,경기도 여주시 가남읍 본두리 698,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
경기고속화물(주),경기도,여주시,경기도 여주시 웅골로 12-11 (점봉동),경기도 여주시 점봉동 449,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
(주)태원로지스,경기도,여주시,경기도 여주시 북내면 가정1길 41-8,경기도 여주시 북내면 가정리 193-12,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
(주)사랑운수,경기도,여주시,경기도 여주시 북내면 가정1길 41-8,경기도 여주시 북내면 가정리 193-12,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
(주)선모운수,경기도,여주시,"경기도 여주시 현암로 13, 215호 (현암동)",경기도 여주시 현암동 668-6,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
태형종합물류,경기도,여주시,경기도 여주시 세종대왕면 능서로 5,경기도 여주시 세종대왕면 번도리 409-13,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
(주)대흥종합물류,경기도,여주시,경기도 여주시 강천로 51,경기도 여주시 강천면 적금리 3-5,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
(주)홍남물류,경기도,여주시,경기도 여주시 북내면 가정1길 41-8,경기도 여주시 북내면 가정리 193-12,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
가람로지스,경기도,여주시,"경기도 여주시 세종로 517-1, 2동 (점봉동)",경기도 여주시 점봉동 230-2,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
(유)천지특수화물,경기도,여주시,경기도 여주시 능서면 마장로 100,경기도 여주시 능서면 신지리 307-1,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
제이물류,경기도,여주시,경기도 여주시 여주남로 191-45 (가업동),경기도 여주시 가업동 190,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
전국화물,경기도,여주시,"경기도 여주시 가남읍 여주남로 782-3, 1층 4호",경기도 여주시 가남읍 본두리 697,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
(주)유진로지스틱스,경기도,여주시,경기도 여주시 주내로 841 (멱곡동),경기도 여주시 멱곡동 315-10,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
ES물류,경기도,여주시,경기도 여주시 명성로 312 (매룡동),경기도 여주시 매룡동 218,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
신성운수(주),경기도,여주시,경기도 여주시 북내면 가정1길 32,경기도 여주시 북내면 가정리 197,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
(유)초산물류,전북특별자치도,정읍시,전북특별자치도 정읍시 넝메길 79 (진산동),,,,,Y,8,2026-07-06,4691000,전북특별자치도 정읍시
(주)콤마로지스틱스,경기도,여주시,"경기도 여주시 도예로 55, 여주축협 학동지점 3층 (현암동)",경기도 여주시 현암동 191-6 여주축협 학동지점,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
(주)천지통운,경기도,여주시,경기도 여주시 가남읍 건은로 64,경기도 여주시 가남읍 건장리 199-11,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
(주)경신종합물류,경기도,여주시,경기도 여주시 북내면 도예로 383-15,경기도 여주시 북내면 신남리 143-8,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
스마트익스프레스,경기도,여주시,"경기도 여주시 가남읍 대신리길 25, 1층",경기도 여주시 가남읍 대신리 2,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
한일엘앤씨(주)여주지점,경기도,여주시,경기도 여주시 장여로 1463-81 (삼교동),경기도 여주시 삼교동 559,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
여주팔팔화물,경기도,여주시,"경기도 여주시 웅골로 51, 1동 105호 (점봉동)",경기도 여주시 점봉동 474-6 1동 105호,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
(주)에이투지,경기도,여주시,경기도 여주시 점봉길 44-16 (점봉동),경기도 여주시 점봉동 204,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
성아&로지스,경기도,여주시,"경기도 여주시 세종로 517-1, 2동 (점봉동)",경기도 여주시 점봉동 230-2,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
가남화물공사,경기도,여주시,"경기도 여주시 세종로 517-1, 1동 (점봉동)",경기도 여주시 점봉동 230-2,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
지이로지스,경기도,여주시,경기도 여주시 여흥로4번길 15-3 (하동),경기도 여주시 하동 420-5,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
(주)바로,경기도,여주시,경기도 여주시 여양로 375-1 (오학동),경기도 여주시 오학동 산 50,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
기소물류,경기도,여주시,"경기도 여주시 여흥로 79, 2층 (하동)",경기도 여주시 하동 306-2,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
(주)대신통운,경기도,여주시,경기도 여주시 북내면 가정1길 41-8,경기도 여주시 북내면 가정리 193-12,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
(주)그린,경기도,여주시,경기도 여주시 대신면 여양로 693-10,경기도 여주시 대신면 천남리 59-3,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
우리물류(주),경기도,여주시,경기도 여주시 산북면 금품2로 15-21,경기도 여주시 산북면 상품리 169-45,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
여주화물,경기도,여주시,경기도 여주시 강변북로 39 (오학동),경기도 여주시 오학동 378-4,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
주식회사 무신사로지스틱스,경기도,여주시,"경기도 여주시 대신면 여양로 1303, 1동 지하1층",경기도 여주시 대신면 초현리 395-2 지하1층 1동,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
(주)태산종합물류,경기도,여주시,경기도 여주시 점곡길 84 (멱곡동),경기도 여주시 멱곡동 367,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
(주)태은물류,경기도,여주시,경기도 여주시 가남읍 여주남로 782,경기도 여주시 가남읍 본두리 698-3,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
우상로지스(주),경기도,여주시,"경기도 여주시 산북면 광여로 1410, 2동",경기도 여주시 산북면 백자리 134-5,,운송주선사업,,Y,0,2026-07-28,5700000,경기도 여주시
이안물류(주),경상북도,구미시,경상북도 구미시 오태1길 9 (오태동),,,운송사업,일반화물자동차운송사업,Y,50,2026-07-29,5080000,경상북도 구미시
(주)고려특수운송,경상북도,구미시,"경상북도 구미시 선산읍 동교7길 25, 1층 102호",,,운송사업,일반화물자동차운송사업,Y,4,2026-07-29,5080000,경상북도 구미시
송**,경상북도,구미시,경상북도 구미시 형곡로 206-1 (형곡동),,,운송사업,일반화물자동차운송사업,Y,2,2026-07-29,5080000,경상북도 구미시
"구미 대형렉카,구미OK대형렉카",경상북도,구미시,경상북도 구미시 비산로 71-2 (비산동),,,운송사업,일반화물자동차운송사업,Y,4,2026-07-29,5080000,경상북도 구미시
